time,seconds_elapsed,z,y,x
1775066210210602200,201.34160229492187,-0.1564018371976911,0.0197860659658908,-0.1542540297803468
1775066210220640300,201.35164013671877,-0.0022960019826889,-0.0036474165916442,-0.0491893071154132
1775066210230679300,201.36167919921877,-0.0458558883763849,-0.0508002129107713,-0.0100415015429258
1775066210240718000,201.37171801757813,-0.0415562914863228,0.0341278950512409,0.031482221114356
1775066210250757000,201.38175708007813,0.1888579996444284,0.0715548316478729,0.0180031646044924
1775066210260796400,201.39179638671877,0.1273990300752222,0.1029828200906515,0.0510266420777887
1775066210270834200,201.4018342285156,-0.1058719656608998,0.1635761127412319,0.033950492657721
1775066210280873200,201.41187329101564,-0.1747157847844064,0.1834048488050699,-0.0456685491107404
1775066210290912300,201.42191235351564,-0.0598550415039062,0.0788017340362071,-0.0670410988167859
1775066210300951300,201.43195141601564,0.0900328837551176,-0.0300870952278375,-0.0072251837468706
1775066210310990300,201.441990234375,0.0593336479783058,-0.0230938753396272,0.0029144626745954
1775066210321028400,201.4520283203125,-0.0870271260678768,0.0090408000677824,-0.0123746023993007
1775066210331067400,201.4620673828125,-0.1561256506048143,0.0013771335721015,-0.0152006561380811
1775066210341106200,201.47210620117187,-0.0497029191933572,-0.0607844313085079,0.0560020193375647
1775066210351145200,201.48214526367187,-0.0044902971565723,-0.1262561436504125,0.0902758439318276
1775066210361184000,201.4921840820313,-0.0013220423839986,-0.073994041493535,0.0507896184515207
1775066210371222300,201.50222216796877,-0.0686006580173969,-0.0647176791042089,-0.0591655614024028
1775066210381261300,201.51226123046877,-0.088420772383362,-0.0436626161158084,-0.1069825024523772
1775066210391300000,201.52230004882813,-0.0587374356508254,0.016669395250082,-0.0765715272987261
1775066210401339400,201.5323393554688,0.0422714540183544,0.0342483065605163,-0.0556828338531777
1775066210411377200,201.54237719726564,0.0967453870058059,0.0544756865531206,-0.0275110889936797
1775066210421416200,201.55241625976564,0.0648901130616664,0.03228314396739,0.0073275481428019
1775066210431455200,201.56245532226563,-0.0085841423414647,0.0056271922320127,0.019355675191991
1775066210441494300,201.57249438476563,-0.0339044615589082,0.0110182376205921,0.0187359541247598
1775066210451533300,201.582533203125,-0.0612543869078159,-0.0160001176863908,0.0473161519209854
1775066210461571300,201.5925712890625,-0.0509539421677589,-0.0597960047930479,0.0302475464865565
1775066210471610400,201.6026103515625,-0.0466086064398288,-0.0338064080119133,0.0387021076316013
1775066210481649200,201.61264916992187,0.0087058690249919,0.039414895543456,-0.0051650911455973
1775066210491688200,201.62268823242184,0.1156489710487425,0.0192640879184007,-0.0245583218690007
1775066210501727200,201.63272729492184,-0.0896620046161115,0.0007078560084104,0.062200216390565
1775066210511765200,201.64276513671877,-0.1246001931369304,0.0095680388122797,0.0803984286431223
1775066210521804300,201.6528041992188,-0.020582184779644,0.0055962125718593,0.054517078009434
1775066210531843000,201.66284301757813,0.0399428649403154,-0.0016115268498659,0.0302408975500613
1775066210541882400,201.6728823242188,0.0493925380699336,0.0449134929597377,0.0087465846278704
1775066210551921200,201.68292114257807,0.0478523228906095,0.0532511131942272,-0.0161878222782164
1775066210561959200,201.69295922851563,0.0561294451095163,0.0574333673149347,-0.0101914862065576
1775066210571998500,201.70299853515624,0.0590123070694506,0.0528811108380556,0.0794888760501518
1775066210582037200,201.71303735351563,0.0841992091655731,0.0209282217383384,0.0825372855690307
1775066210592076300,201.723076171875,0.0049814416743814,-0.0077238722503185,0.078913286385592
1775066210602115000,201.7331149902344,-0.0379366396844387,-0.0050642976522445,0.0172517617153003
1775066210612153300,201.7431533203125,-0.0072504095196723,0.004805938977003,-0.0628100005856715
1775066210622192000,201.75319213867184,0.0048771045170724,0.0011871639579534,-0.0611613748621195
1775066210632231200,201.76323120117183,-0.0016845920860767,0.0083475571066141,-0.0116303416369482
1775066210642270200,201.77327026367183,0.004077770832926,0.0201572373658418,-0.0082150898333638
1775066210652309200,201.7833093261719,0.0151508073806762,0.0593400777190923,0.0524614423875696
1775066210662347300,201.7933471679688,-0.000477262122929,0.0449678534954786,0.0628428982082754
1775066210672386000,201.80338598632807,0.0158146781168878,0.0133966571897268,0.0375254102687351
1775066210682425300,201.8134252929688,0.0179379538811743,0.0210106393247842,0.0225079652104526
1775066210692464400,201.8234643554688,-0.0213594527624547,0.0070814826935529,-0.0032468912330456
1775066210702503200,201.8335031738281,-0.0245253694474697,-0.0124485626846551,-0.0205655259057879
1775066210712541400,201.84354150390624,-0.0496048656463623,0.0041729017704725,-0.0404116697621531
1775066210722580200,201.85358032226563,-0.0117816232085227,0.0167629187524318,-0.0457287913979962
1775066210732619300,201.86361938476563,0.0411012411952018,0.0021346739411354,-0.0211743602528236
1775066210742658000,201.8736579589844,0.070513067509979,-0.0003419453054666,-0.0115631581522524
1775066210752697300,201.883697265625,0.0718131903231144,0.0204307936102151,-0.0010339644239284
1775066210762735000,201.89373510742183,0.0470354535497724,0.0258089795172214,-0.0238390859500505
1775066210772774100,201.9037741699219,0.016756050620228,0.0175713125258684,-0.0696306403859518
1775066210782813200,201.9138132324219,-0.0302815948866307,0.0265144974380731,-0.0366879547975957
1775066210792852200,201.9238522949219,-0.0679810648143291,0.0183323600262403,-0.0618232545706443
