time,seconds_elapsed,z,y,x
1776177076399345400,5.418345458984375,0.020968261487782,-0.241083715313673,-0.1427023246038705
1776177076409276400,5.4282763671875,0.1343204999014735,-0.2291723282456398,-0.0870544889988377
1776177076419207700,5.438207763671875,0.1386360250130295,-0.1665063209742307,0.0460724537365138
1776177076429138400,5.448138427734375,0.1958262312218546,-0.1253109717547893,0.1785014773355797
1776177076439069400,5.4580693359375,0.1077203700065612,-0.1111632039368152,0.3265705896696075
1776177076449000700,5.468000732421875,-0.0440416785612702,-0.1081786351680755,0.4876862671140581
1776177076458930400,5.477930419921875,-0.1308268125668168,-0.0762578947722911,0.4304707438008859
1776177076468861700,5.48786181640625,-0.1465855227127671,-0.0874894828826189,0.3402515802260488
1776177076478792400,5.49779248046875,-0.0847857768818736,0.0215893159955739,0.2959146085126325
1776177076488723500,5.507723388671875,-0.0716059773132204,0.0843991156518459,0.2070062718080356
1776177076498654700,5.51765478515625,-0.0514192215919494,-0.0223737443715333,0.1401421187270432
1776177076508585500,5.52758544921875,-0.0145540105313062,-0.105462361946702,0.1811508593332022
1776177076518515700,5.537515625,-0.0228327401854097,-0.0159995331645011,0.2213765963355079
1776177076528446500,5.547446533203125,-0.1336751877352595,0.0027291327029466,0.1906366632221266
1776177076538377500,5.55737744140625,-0.2581402101851999,-0.0004863222122192,0.1811914836045354
1776177076548308700,5.567308837890625,-0.2882527321152389,0.0415893169730901,0.1930268462942913
1776177076558239500,5.577239501953125,-0.1617804614961147,-0.0036532618105411,0.2079804140698164
1776177076568170500,5.58717041015625,-0.2178350878037512,-0.1178214927822351,0.2162920596128329
1776177076578102000,5.59710205078125,-0.2479015786349773,-0.2057739170014858,0.1300502021711319
1776177076588032000,5.607031982421875,-0.189755825266987,-0.2611655493557453,0.0167220022201538
1776177076597963000,5.616962890625,-0.1724235821940004,-0.2725081966251135,-0.0986248440768569
1776177076607894000,5.62689404296875,-0.1346457863330841,-0.204303844448924,-0.0811690842220559
1776177076617825000,5.636824951171875,-0.0725832979127764,-0.0983592519432306,0.0328744243914261
1776177076627756000,5.646756103515625,0.0253963070631027,-0.0483703554153442,0.0784961752183735
1776177076637687000,5.65668701171875,0.1087982283711433,-0.0780517924517393,0.1073378004297614
1776177076647617000,5.666616943359375,0.1143842118099331,-0.025641806256771,0.066798540498875
1776177076657548000,5.676548095703125,0.1066907346978783,0.0615337883710861,-0.0540263718830421
1776177076667479000,5.68647900390625,0.0045496261283755,0.1355219846457243,-0.0922065379997715
1776177076677410000,5.69641015625,-0.0528176902130246,0.1202764847189187,-0.137317489760369
1776177076687341000,5.706341064453125,-0.0793254656493663,0.0810217481732368,-0.276625313087739
1776177076697272000,5.71627197265625,-0.0868733968108892,0.0423772524803876,-0.1937922046435996
1776177076707203000,5.726203125,-0.0737032418534159,0.051114101165533,-0.1769485488051548
1776177076717133000,5.736133056640625,-0.1550949923828244,0.0863619401574134,-0.1877361560076475
1776177076727064000,5.74606396484375,-0.2231239879921078,0.1699965011775493,-0.1694818296536803
1776177076736995000,5.7559951171875,-0.3092170480802655,0.0859013369083404,0.0060330696191638
1776177076746926000,5.765926025390625,-0.3568964986220002,0.0403150592535734,0.0282634599972516
1776177076756857000,5.775857177734375,-0.3093348292410373,-0.0959977835088968,0.0375215195449069
1776177076766788000,5.7857880859375,-0.2014911251157522,-0.1049152494579553,0.2042801713123917
1776177076776719000,5.795718994140625,-0.0845823632642626,-0.1251309390127658,0.3635529608365148
1776177076786649000,5.805649169921875,-0.0259285142436623,-0.0926712694346904,0.4996962557183578
1776177076796580000,5.815580078125,-0.0757251030698418,-0.0447661934435367,0.6183325354821979
1776177076806511000,5.825510986328125,-0.1012570192113518,-0.0154524206757545,0.6047281903585419
1776177076816442000,5.835442138671875,0.0095721304655075,-0.0014653963774442,0.5328356511889025
1776177076826373000,5.845373046875,-0.0602761895254254,0.115206926369667,0.4289533980404958
1776177076836304000,5.855303955078125,-0.0160682144865393,0.1118266362816095,0.4117705003103241
1776177076846234000,5.865234130859375,-0.2049266525223851,0.1257464405626058,0.4767948342109099
1776177076856165000,5.8751650390625,-0.1331330436825752,0.0653688364893197,0.1181460485614836
1776177076866096000,5.88509619140625,0.2234659332975745,-0.0208113173604011,0.1367266477277502
1776177076876027100,5.895027099609375,-0.0501668834432959,0.1095657056123018,0.2726737259177491
1776177076885958000,5.9049580078125,-0.0740177146300673,0.0990530794262886,0.2458271835137158
1776177076895889200,5.91488916015625,-0.0831444394156336,0.0773386757463216,0.1904960491750389
1776177076905820200,5.924820068359375,-0.1277171561136841,0.0958639279961585,0.1802783873476088
1776177076915750100,5.934750244140625,-0.1444236685037613,0.0902560249865055,0.180585882394202
1776177076925681200,5.94468115234375,-0.0898795928895473,0.0861392373174428,0.1579201328061521
1776177076935612000,5.95461181640625,-0.0813204388588666,0.0666466013401746,0.1640865830140188
1776177076945543200,5.964543212890625,-0.0467734416127204,0.0255775088489055,0.1591842344578355
1776177076955474200,5.97447412109375,-0.0548535799548029,0.0274070623636245,0.1489830488411709
1776177076965405000,5.984405029296875,-0.1000900212585925,0.0174976627677679,0.1372750023255124
1776177076975335200,5.994335205078125,-0.1344292209729552,-0.0060194064199924,0.1125279894839972
1776177076985266000,6.004265869140625,-0.1471758898213505,-0.0061158525317907,0.0855215072778984
