subject_id,session_id,label,mean,median,std,skewness,kurtosis,path_length,temporal_mean,temporal_median,temporal_std,temporal_skewness,temporal_kurtosis,temporal_path_length
subject_17,0,open,0.07591333798857713,0.06084898612416321,0.06757655281640101,4.795299241397553,38.011744338986595,0.02638947034117747,0.021707266998020478,0.01355412191626123,0.0333207509236896,1.160166220648864,7.7026814370778265,0.010043823671548477
subject_18,0,closed,0.08361554604005803,0.06403987322990874,0.06443152814795695,2.1048670846252193,5.019970548630466,0.0376333508008592,0.008576357097854856,0.00860660562723427,0.003501913914706722,0.15175176642879665,0.8363503627973596,0.002272661893486975
subject_18,0,open,0.09363528138136565,0.07359730654725327,0.07360401912675751,2.545305641453451,8.979476716793032,0.04007724934837116,0.01506422671372998,0.014953803353719777,0.008142045230105935,0.23228309211303103,1.9646122967434778,0.005589915457235045
subject_19,0,closed,0.24645406730225375,0.17235693999845486,0.22881210159296214,2.6491810573302024,9.414086349864732,0.04299868653262224,0.06150909871966307,0.041822139821082814,0.07490396759525174,0.6491426276836244,3.0075767148847747,0.009138086759411104
subject_19,0,open,0.2281753406666332,0.19033568065094209,0.15686784742270202,3.155314814481262,17.304264613824298,0.0377494717803831,0.043469318412720906,0.027538006606226868,0.06776580062401298,0.43368702517781405,1.9916194831057585,0.011229221513859296
subject_20,0,closed,0.22653853893788664,0.19649536994916028,0.1514725427710387,2.963380463901679,16.340314429636745,0.04618691906625861,0.06929841851907821,0.0514106669968853,0.057892239242863276,0.5475116495196672,1.8363173233308605,0.006439757680927272
subject_20,0,open,0.09356000974059685,0.0818472917940494,0.0551538977498011,1.5478055833816877,3.2041506400652278,0.03811207082960891,0.009934574003945238,0.009951595219684022,0.004021812223605011,0.1576078770895714,0.8378982683965768,0.0035691541379904487
subject_20,1,closed,0.14136835180368035,0.12219078807008343,0.08437927639597079,1.0631660654868629,0.8660858585412368,0.03817608689304541,0.04363505688089813,0.04341578021065208,0.015776307363072194,0.36118387752332987,1.106470859691326,0.0042354160449879835
subject_20,1,open,0.09085425651340723,0.07951835782827543,0.053069503161560116,1.5859509762101656,4.022621154504516,0.0350430477521272,0.0070986589319627395,0.007622743670759201,0.003513766558168339,0.14283495469298346,0.9484514132292173,0.0031668520950272703
subject_20,2,closed,0.22610496525755575,0.18469068779241113,0.15224655317914546,1.2109020583429715,1.6783909253089186,0.04869522972139077,0.05205072152699524,0.05933541933033707,0.028475356313573095,0.609649174462805,2.2907809467444324,0.009608130869494982
subject_20,2,open,0.08684439713033414,0.07385046645755655,0.054038676501730186,1.7263360154407985,4.0161647044639786,0.03665425396323914,0.0038089640211255078,0.004768472631614036,0.0017168505162758689,0.17149098955099554,0.8969979229260497,0.0023359432249746466
subject_20,3,closed,0.22337664213730954,0.18698570689705185,0.1429526425843095,1.213424142159714,1.6803400429937367,0.04675531166536967,0.05035593426217089,0.04844158303709043,0.028572565311745762,0.25157787245572794,0.6801266340588813,0.0067285034503656
subject_20,3,open,0.0856063041407385,0.07505913386976482,0.04880631640402434,1.3266194281659252,2.553628033829372,0.03594776252561941,0.007201400743068787,0.007786290637041801,0.0028662587960598504,0.1379432844728936,1.0140839454656798,0.0024594525535783104
subject_20,4,closed,0.14675922510377756,0.1236711543182238,0.09421692663705228,1.333931795048424,2.31535308582278,0.04246416264098755,0.030476919469503896,0.03211007321092544,0.023453076983587434,0.3660296173865319,1.1232831241669463,0.002579920311102871
subject_20,4,open,0.1521386879945764,0.1384126450212172,0.08155695096173292,1.2595860451102605,2.6253593799843182,0.04510183324353252,0.04022866670075024,0.04372529200884244,0.0049102529291093,0.5248916873274985,1.7198875850381332,0.003612399198895285
