subject_id,session_id,label,mean,median,std,skewness,kurtosis,path_length
subject_09,14,open,0.08106115042756204,0.06912366816566984,0.048404107173269505,1.549614810768661,3.4744533757840435,101.85024438983554
subject_09,15,closed,0.1426931693353523,0.12977210916426554,0.07999777174376717,3.9495834707024415,49.86696241037516,121.2325349514239
subject_09,15,open,0.07989105390097641,0.0682548303009842,0.04735405693327531,1.4358515068359932,2.629551223006163,102.07388780635397
subject_09,16,closed,0.1323279060549834,0.11922742385226741,0.07321292592898705,1.5493901749119012,4.360962611396588,114.99780167806796
subject_09,16,open,0.07417409447969146,0.06272474637514155,0.045062740730270404,1.4146178981485067,2.3645286739892306,100.051132764132
subject_09,17,closed,0.12945834147470928,0.11804984969335569,0.06622922089221021,1.055643054057077,1.739997259542723,110.02874078533355
subject_09,17,open,0.07703504430396384,0.06479675645101282,0.048564245930558685,1.4586665010470703,2.615778853506262,99.77863713098566
subject_09,18,closed,0.12315413516540798,0.11497448445108523,0.05837224286215126,0.7722323688076344,0.6690485580270242,102.28510487668139
subject_09,18,open,0.07615883833521754,0.06642509861464639,0.04458551465970225,1.375627717162311,2.551563933640681,83.76013789198774
subject_09,19,closed,0.13602647961770872,0.1274727362485672,0.0656216851037472,0.8970188909934532,1.13357321122683,108.43282162600549
subject_09,20,closed,0.11312143119331786,0.10314302938373543,0.0629475268848074,1.3490954918626927,3.9483923643890106,107.25110041287137
subject_09,21,closed,0.11181306641714961,0.09839079704204526,0.06316118669929312,1.4591394137260334,3.925915861524648,95.84840803531071
subject_09,22,closed,0.11630832761045717,0.10199572426898121,0.07140971874090375,3.756530355189462,46.48273864273291,103.26231239670801
subject_09,23,closed,0.10249503987450063,0.09249076261048601,0.054976886945794015,1.1885519028348799,1.802949887217621,96.48154542496731
subject_09,24,closed,0.09599099000880151,0.08544252453203915,0.05526940521506533,1.6451853404384853,6.251988272352479,95.46580208347459
subject_09,25,closed,0.10028224298628989,0.09218465018315862,0.050822955476800526,0.9393983234144453,1.0938838907271924,93.962410589309
subject_09,26,closed,0.2994030506314175,0.23465719065870114,0.25967873599563784,3.923182325552572,24.74734708614769,201.46455408013853
subject_09,26,open,0.07677589027174794,0.0659441729555242,0.0465726247322798,1.553832902977607,3.539692845445403,93.54232768098848
subject_09,27,closed,0.23339935837542616,0.20986340070654855,0.12179084606368265,0.8926464988256119,0.7650442220981875,156.63774512934918
subject_09,27,open,0.07677589027174794,0.0659441729555242,0.0465726247322798,1.553832902977607,3.539692845445403,93.54232768098848
subject_09,28,closed,0.15164202530510004,0.11689973859624063,0.15469758389693164,7.034678224320901,81.06167131791885,104.20929928132318
subject_09,28,open,0.07946000749329761,0.0651263486028248,0.05263008881001619,1.8095840021516416,5.04306924685854,90.89694365461739
subject_09,29,closed,0.17563255574639003,0.14940696826077407,0.12797066044554734,3.9105682333463196,29.4067009722449,123.538546372384
subject_09,29,open,0.07946000749329761,0.0651263486028248,0.05263008881001619,1.8095840021516416,5.04306924685854,90.89694365461739
subject_09,30,closed,0.2277634881903105,0.19942140651018078,0.15177770049216774,2.934830714811492,16.16167563882556,139.77742686900166
subject_09,30,open,0.0938024677935902,0.08222452237507859,0.0552453392283532,1.538895252577982,3.16703444524408,114.44437871299914
subject_09,31,closed,0.1408037511907195,0.12172640794528677,0.08401255226499685,1.0781936629528173,0.9341852329624007,114.51176728028662
subject_09,31,open,0.09101008299019554,0.07978922080833042,0.05318658123545536,1.5748557199942188,3.9708778911004305,105.18292295908273
subject_09,32,closed,0.22689740830412825,0.18633127479659176,0.15214910855627786,1.2077777701315573,1.6766193916198757,146.23808636501815
subject_09,32,open,0.0863980526636796,0.07337576797470269,0.053637653866394124,1.7447127362578405,4.058692793943973,124.24640877894191
subject_09,33,closed,0.2225876251059695,0.18679307997957806,0.1425345697118275,1.2332632475802734,1.7943334391426147,140.59635182585816
subject_09,33,open,0.08555535275005319,0.07480184235545734,0.048872374141922366,1.325449252227526,2.544917776746276,107.82817221599649
